length,Nside,Cside,hydrophobic,G,L,P,K,dpc-AP,dpc-YP,dpc-KK,dpc-GP,dde-PH,dde-AP,dde-YP,dde-GP,asdc-AP,asdc-YP,asdc-KK,asdc-GP
33,14,5,0.24,0.1212121212121212,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01587301587301587
33,7,14,0.3,0.06060606060606061,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,5,14,0.38,0.08823529411764706,0.05882352941176471,0.05882352941176471,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,17,14,0.45,0.06060606060606061,0.09090909090909091,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,17,14,0.48,0.06060606060606061,0.1212121212121212,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,17,14,0.33,0.1212121212121212,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,17,14,0.43,0.2333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.03448275862068965,0.0,0.0,0.0,0.08565775035007982,0.0,0.0,0.0,0.01754385964912281
29,17,5,0.45,0.2413793103448276,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0907308251980011,0.0,0.0,0.0,0.01818181818181818
18,14,14,0.39,0.1666666666666667,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,10,17,0.58,0.078125,0.15625,0.0625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1,14,0.42,0.1944444444444444,0.02777777777777778,0.08333333333333333,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.06270011419810788,0.0,0.0,0.0,0.02898550724637681
37,13,14,0.41,0.2162162162162162,0.02702702702702703,0.08108108108108109,0.02702702702702703,0.0,0.0,0.0,0.02777777777777778,0.0,0.0,0.0,0.05980159964095306,0.0,0.0,0.0,0.02816901408450704
32,14,8,0.34,0.03125,0.0625,0.03125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.01639344262295082,0.0
36,7,13,0.39,0.02777777777777778,0.05555555555555555,0.0,0.1388888888888889,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02898550724637681,0.0
55,8,7,0.45,0.1090909090909091,0.07272727272727272,0.01818181818181818,0.2,0.0,0.0,0.03703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04672897196261682,0.0
18,14,14,0.28,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,14,14,0.28,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,14,0.29,0.05882352941176471,0.0,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,14,0.29,0.05882352941176471,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,14,14,0.29,0.05882352941176471,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,5,14,0.32,0.08823529411764706,0.0,0.02941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,14,17,0.38,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,14,14,0.44,0.1666666666666667,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,17,4,0.43,0.09803921568627451,0.09803921568627451,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,13,15,0.32,0.1707317073170732,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,13,14,0.33,0.175,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,14,12,0.74,0.02325581395348837,0.0,0.4651162790697674,0.0,0.0,0.0,0.0,0.02380952380952381,0.0,0.0,0.0,0.04600758013975847,0.0,0.0,0.0,0.01204819277108434
25,14,19,0.24,0.08,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,15,19,0.35,0.1176470588235294,0.02941176470588235,0.02941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,15,13,0.3,0.0,0.06060606060606061,0.0303030303030303,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,16,15,0.24,0.04761904761904762,0.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1561735710511602,0.0,0.0,0.02564102564102564,0.02564102564102564
52,5,1,0.29,0.09615384615384616,0.0,0.0576923076923077,0.1153846153846154,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.05277870179643481,0.0,0.0,0.009900990099009901,0.009900990099009901,0.009900990099009901
38,5,2,0.26,0.1052631578947368,0.0,0.05263157894736842,0.1052631578947368,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.08829792984610975,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863
44,2,4,0.36,0.1363636363636364,0.0,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3,11,0.43,0.1521739130434783,0.04347826086956522,0.1304347826086956,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,9,1,0.36,0.148936170212766,0.1063829787234043,0.02127659574468085,0.06382978723404255,0.0,0.0,0.0,0.02173913043478261,0.0,0.0,0.0,0.03929646556469318,0.0,0.0,0.01098901098901099,0.01098901098901099
47,9,1,0.36,0.148936170212766,0.1063829787234043,0.02127659574468085,0.06382978723404255,0.0,0.0,0.0,0.02173913043478261,0.0,0.0,0.0,0.03929646556469318,0.0,0.0,0.01098901098901099,0.01098901098901099
36,9,0,0.53,0.1666666666666667,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01449275362318841
39,5,18,0.41,0.07692307692307693,0.1025641025641026,0.02564102564102564,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5,4,0.38,0.1428571428571428,0.0,0.04761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,17,14,0.41,0.15625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,5,1,0.35,0.1176470588235294,0.0,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01538461538461539,0.0
13,12,0,0.38,0.07692307692307693,0.0,0.1538461538461539,0.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956522,0.0
12,0,9,0.75,0.1666666666666667,0.08333333333333333,0.08333333333333333,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.3990920846129089,0.0,0.0,0.04761904761904762,0.0,0.0,0.04761904761904762
19,12,0,0.47,0.05263157894736842,0.0,0.1578947368421053,0.3157894736842105,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.1846336895356241,0.0,0.0,0.02857142857142857,0.0,0.05714285714285714,0.0
38,0,14,0.39,0.1578947368421053,0.0,0.05263157894736842,0.1052631578947368,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.05710167916654414,0.0,0.0,0.0,0.0273972602739726
40,0,5,0.57,0.05,0.075,0.05,0.025,0.02564102564102564,0.0,0.0,0.0,0.0,0.05222641282721437,0.0,0.0,0.01298701298701299,0.0,0.0,0.01298701298701299
34,5,5,0.44,0.1176470588235294,0.08823529411764706,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,17,5,0.57,0.1351351351351351,0.1081081081081081,0.08108108108108109,0.1891891891891892,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02816901408450704,0.0
37,5,15,0.43,0.1081081081081081,0.1621621621621622,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01408450704225352,0.0
50,19,8,0.52,0.1,0.08,0.14,0.04,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.03516865254156348,0.0,0.0,0.0,0.02061855670103093
50,19,8,0.5,0.1,0.04,0.16,0.04,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.03516865254156348,0.0,0.0,0.0,0.02061855670103093
62,13,15,0.52,0.1612903225806452,0.03225806451612903,0.1612903225806452,0.03225806451612903,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.05574255233555277,0.0,0.0,0.0,0.03305785123966942
47,6,14,0.43,0.0851063829787234,0.0425531914893617,0.1276595744680851,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099
13,15,13,0.38,0.1538461538461539,0.07692307692307693,0.0,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,13,0.46,0.1538461538461539,0.07692307692307693,0.0,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,1,0.21,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.06382978723404255,0.0,0.0,0.0,0.02173913043478261,0.0,0.0,0.0,0.03929646556469318,0.0,0.0,0.01098901098901099,0.01098901098901099
55,0,7,0.35,0.1090909090909091,0.0,0.03636363636363636,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,12,8,0.52,0.08695652173913043,0.01449275362318841,0.1014492753623188,0.2173913043478261,0.01470588235294118,0.0,0.04411764705882353,0.0,0.0,0.01928561055481255,0.0,0.0,0.02962962962962963,0.0,0.04444444444444445,0.0
69,8,8,0.49,0.0,0.0,0.1304347826086956,0.4347826086956522,0.01470588235294118,0.0,0.1617647058823529,0.0,0.0,0.01928561055481255,0.0,0.0,0.03703703703703703,0.0,0.1259259259259259,0.0
37,5,19,0.43,0.08108108108108109,0.1081081081081081,0.05405405405405406,0.2432432432432433,0.02777777777777778,0.0,0.02777777777777778,0.0,0.0,0.05980159964095306,0.0,0.0,0.01408450704225352,0.0,0.05633802816901409,0.0
47,6,9,0.43,0.0851063829787234,0.06382978723404255,0.1063829787234043,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099
47,19,14,0.43,0.0851063829787234,0.0425531914893617,0.1276595744680851,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099
55,13,15,0.38,0.09090909090909091,0.05454545454545454,0.07272727272727272,0.03636363636363636,0.0,0.0,0.0,0.01851851851851852,0.0,0.0,0.0,0.0295709654028404,0.0,0.0,0.0,0.009345794392523364
55,13,15,0.38,0.09090909090909091,0.05454545454545454,0.07272727272727272,0.03636363636363636,0.0,0.0,0.0,0.01851851851851852,0.0,0.0,0.0,0.0295709654028404,0.0,0.0,0.0,0.009345794392523364
76,15,1,0.45,0.131578947368421,0.0131578947368421,0.02631578947368421,0.03947368421052631,0.0,0.0,0.0,0.01333333333333333,0.0,0.0,0.0,0.01594141445909883,0.0,0.0,0.0,0.006711409395973154
78,5,3,0.44,0.05128205128205128,0.07692307692307693,0.03846153846153846,0.1282051282051282,0.0,0.0,0.02597402597402598,0.01298701298701299,0.0,0.0,0.0,0.01512985310027437,0.0,0.0,0.0196078431372549,0.006535947712418301
31,5,9,0.52,0.0967741935483871,0.0967741935483871,0.0,0.1290322580645161,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0
39,5,5,0.38,0.2051282051282051,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01333333333333333
34,5,14,0.35,0.08823529411764706,0.02941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,7,14,0.33,0.06060606060606061,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,14,14,0.5,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4,0,0.52,0.1290322580645161,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,15,9,0.53,0.1764705882352941,0.0784313725490196,0.0392156862745098,0.09803921568627451,0.02,0.0,0.0,0.0,0.0,0.03393301530464566,0.0,0.0,0.0101010101010101,0.0,0.0101010101010101,0.0101010101010101
21,14,8,0.33,0.04761904761904762,0.04761904761904762,0.0,0.1904761904761905,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0
23,4,9,0.74,0.1739130434782609,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,5,5,0.68,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,5,5,0.66,0.6578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,1,0.7,0.1,0.1,0.05,0.15,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0
20,13,1,0.3,0.1,0.0,0.05,0.1,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.1694573770493589,0.0,0.0,0.0,0.02702702702702703
20,13,1,0.4,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.1694573770493589,0.0,0.0,0.0,0.02702702702702703
20,13,1,0.45,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.1694573770493589,0.0,0.0,0.0,0.02702702702702703
20,13,1,0.3,0.15,0.0,0.05,0.05,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.1694573770493589,0.0,0.0,0.0,0.02702702702702703
7,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,5,12,0.54,0.1428571428571428,0.1071428571428571,0.1071428571428571,0.1785714285714286,0.03703703703703703,0.0,0.0,0.0,0.0,0.09628621827753543,0.0,0.0,0.01886792452830189,0.01886792452830189,0.0,0.0
20,8,1,0.35,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.1694573770493589,0.0,0.0,0.0,0.02702702702702703
38,5,15,0.37,0.1578947368421053,0.07894736842105263,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863
25,5,9,0.64,0.12,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,19,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,15,0.37,0.2105263157894737,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0
43,5,8,0.35,0.1162790697674419,0.06976744186046512,0.02325581395348837,0.09302325581395349,0.0,0.0,0.02380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01204819277108434,0.01204819277108434
25,0,5,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,16,5,0.63,0.08571428571428572,0.1428571428571428,0.1428571428571428,0.0,0.0,0.02941176470588235,0.0,0.0,0.0,0.0,0.1009409413863908,0.0,0.0,0.01492537313432836,0.0,0.01492537313432836
47,8,1,0.26,0.0425531914893617,0.06382978723404255,0.02127659574468085,0.06382978723404255,0.0,0.0,0.0,0.02173913043478261,0.0,0.0,0.0,0.03929646556469318,0.0,0.0,0.01098901098901099,0.01098901098901099
41,0,10,0.54,0.1951219512195122,0.02439024390243903,0.0,0.04878048780487805,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01265822784810127,0.0
43,14,12,0.74,0.02325581395348837,0.0,0.4651162790697674,0.0,0.0,0.0,0.0,0.02380952380952381,0.0,0.0,0.0,0.04600758013975847,0.0,0.0,0.0,0.01204819277108434
60,14,9,0.6,0.0,0.1166666666666667,0.3666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,14,9,0.58,0.02777777777777778,0.1388888888888889,0.3333333333333333,0.05555555555555555,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.06270011419810788,0.0,0.0,0.0,0.01449275362318841
52,14,9,0.67,0.03846153846153846,0.1730769230769231,0.3846153846153846,0.0576923076923077,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.03275946307493885,0.0,0.0,0.0,0.009900990099009901
26,8,15,0.58,0.03846153846153846,0.2307692307692308,0.03846153846153846,0.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,8,12,0.48,0.0,0.1481481481481481,0.1111111111111111,0.03703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,15,0.42,0.05,0.1,0.025,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,12,0.86,0.08860759493670886,0.0,0.5316455696202531,0.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.0,0.0,0.1478557324661257,0.006451612903225806,0.0,0.0,0.05806451612903226
37,5,14,0.46,0.1081081081081081,0.05405405405405406,0.0,0.1351351351351351,0.0,0.0,0.02777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02816901408450704,0.0
30,5,7,0.63,0.2,0.06666666666666667,0.0,0.1666666666666667,0.0,0.0,0.03448275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0
66,14,0,0.58,0.2727272727272727,0.01515151515151515,0.09090909090909091,0.01515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310077519379845
37,5,14,0.41,0.1891891891891892,0.02702702702702703,0.08108108108108109,0.02702702702702703,0.0,0.02777777777777778,0.0,0.0,0.0,0.0,0.09221733857369067,0.0,0.0,0.01408450704225352,0.0,0.01408450704225352
45,14,1,0.33,0.1333333333333333,0.04444444444444445,0.0,0.1111111111111111,0.0,0.0,0.02272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01149425287356322,0.0
21,14,18,0.48,0.04761904761904762,0.04761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,14,18,0.48,0.04761904761904762,0.04761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5,9,0.71,0.2916666666666667,0.125,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,18,9,0.7,0.2,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,0,0.68,0.2105263157894737,0.1578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4,6,0.67,0.2083333333333333,0.08333333333333333,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5,9,0.56,0.16,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4,0,0.63,0.1052631578947368,0.1052631578947368,0.05263157894736842,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0
25,5,9,0.56,0.16,0.12,0.0,0.2,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0
25,5,9,0.56,0.16,0.08,0.0,0.2,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0
23,5,9,0.57,0.08695652173913043,0.2608695652173913,0.0,0.2173913043478261,0.0,0.0,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.0
26,0,2,0.62,0.1538461538461539,0.0,0.0,0.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5,9,0.76,0.2380952380952381,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5,8,0.58,0.1578947368421053,0.1052631578947368,0.0,0.2631578947368421,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0
23,5,15,0.61,0.1739130434782609,0.1304347826086956,0.0,0.2173913043478261,0.0,0.0,0.04545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.0
24,4,6,0.67,0.2083333333333333,0.1666666666666667,0.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5,0,0.44,0.1111111111111111,0.05555555555555555,0.0,0.1666666666666667,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0
26,5,15,0.5,0.1538461538461539,0.1153846153846154,0.0,0.07692307692307693,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0
20,1,4,0.35,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,13,1,0.2,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,15,0.49,0.1627906976744186,0.04651162790697674,0.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,16,18,0.38,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.1081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01408450704225352,0.0
37,15,18,0.54,0.05405405405405406,0.0,0.3243243243243243,0.02702702702702703,0.02777777777777778,0.0,0.0,0.0,0.0,0.05980159964095306,0.0,0.0,0.02816901408450704,0.01408450704225352,0.0,0.02816901408450704
9,19,11,0.67,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.9377401515398738,0.6521809953226201,0.0,0.06666666666666667,0.0,0.06666666666666667
25,0,2,0.4,0.04,0.0,0.08,0.12,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.116569583996785,0.0,0.0,0.0,0.0425531914893617
29,13,15,0.38,0.03448275862068965,0.0,0.103448275862069,0.103448275862069,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0907308251980011,0.0,0.0,0.0,0.03636363636363636
17,9,9,0.41,0.0,0.1176470588235294,0.05882352941176471,0.1764705882352941,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0
24,17,9,0.46,0.0,0.04166666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.0,0.02222222222222222,0.0
12,5,9,0.58,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,14,3,0.78,0.0,0.0,0.2222222222222222,0.0,0.125,0.0,0.0,0.0,0.0,0.6521809953226201,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
8,17,17,0.88,0.0,0.0,0.25,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.8003606431765009,0.0,0.0,0.07692307692307693,0.0,0.0,0.0
26,13,17,0.54,0.0,0.1538461538461539,0.1923076923076923,0.0,0.04,0.04,0.0,0.0,0.0,0.1091201024611579,0.1634363083238693,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0
16,9,19,0.38,0.0,0.125,0.0625,0.1875,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.03448275862068965,0.0,0.03448275862068965,0.0
39,8,19,0.41,0.0,0.05128205128205128,0.1025641025641026,0.2051282051282051,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.01333333333333333,0.0,0.02666666666666667,0.0
25,17,9,0.48,0.0,0.04,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0
23,14,4,0.48,0.04347826086956522,0.1739130434782609,0.1304347826086956,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837
9,11,14,0.33,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,11,5,0.4,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,5,0.36,0.1818181818181818,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,14,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,1,0.33,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
